TABLE_NAME,COLUMN_NAME,COLUMN_DATA_TYPE,HISTOGRAM_TYPE,BIN_ID,MIN,MAX,HEIGHT,DISTINCT_COUNT
movie_keyword,id,int,MaxDiffFr,0,1,3015908,3.01591e+06,3.01591e+06
movie_keyword,id,int,MaxDiffFr,1,3015909,3015909,1,1
movie_keyword,id,int,MaxDiffFr,2,3015910,3015910,1,1
movie_keyword,id,int,MaxDiffFr,3,3015911,3015911,1,1
movie_keyword,id,int,MaxDiffFr,4,3015912,3015912,1,1
movie_keyword,id,int,MaxDiffFr,5,3015913,3015913,1,1
movie_keyword,id,int,MaxDiffFr,6,3015914,3015914,1,1
movie_keyword,id,int,MaxDiffFr,7,3015915,3015915,1,1
movie_keyword,id,int,MaxDiffFr,8,3015916,3015916,1,1
movie_keyword,id,int,MaxDiffFr,9,3015917,3015917,1,1
movie_keyword,id,int,MaxDiffFr,10,3015918,3015918,1,1
movie_keyword,id,int,MaxDiffFr,11,3015919,3015919,1,1
movie_keyword,id,int,MaxDiffFr,12,3015920,3015920,1,1
movie_keyword,id,int,MaxDiffFr,13,3015921,3015921,1,1
movie_keyword,id,int,MaxDiffFr,14,3015922,3015922,1,1
movie_keyword,id,int,MaxDiffFr,15,3015923,3015923,1,1
movie_keyword,id,int,MaxDiffFr,16,3015924,3015924,1,1
movie_keyword,id,int,MaxDiffFr,17,3015925,3015925,1,1
movie_keyword,id,int,MaxDiffFr,18,3015926,3015926,1,1
movie_keyword,id,int,MaxDiffFr,19,3015927,3015927,1,1
movie_keyword,id,int,MaxDiffFr,20,3015928,3015928,1,1
movie_keyword,id,int,MaxDiffFr,21,3015929,3015929,1,1
movie_keyword,id,int,MaxDiffFr,22,3015930,3015930,1,1
movie_keyword,id,int,MaxDiffFr,23,3015931,3015931,1,1
movie_keyword,id,int,MaxDiffFr,24,3015932,3015932,1,1
movie_keyword,id,int,MaxDiffFr,25,3015933,3015933,1,1
movie_keyword,id,int,MaxDiffFr,26,3015934,3015934,1,1
movie_keyword,id,int,MaxDiffFr,27,3015935,3015935,1,1
movie_keyword,id,int,MaxDiffFr,28,3015936,3015936,1,1
movie_keyword,id,int,MaxDiffFr,29,3015937,3015937,1,1
movie_keyword,id,int,MaxDiffFr,30,3015938,3015938,1,1
movie_keyword,id,int,MaxDiffFr,31,3015939,3015939,1,1
movie_keyword,id,int,MaxDiffFr,32,3015940,3015940,1,1
movie_keyword,id,int,MaxDiffFr,33,3015941,3015941,1,1
movie_keyword,id,int,MaxDiffFr,34,3015942,3015942,1,1
movie_keyword,id,int,MaxDiffFr,35,3015943,3015943,1,1
movie_keyword,id,int,MaxDiffFr,36,3015944,3015944,1,1
movie_keyword,id,int,MaxDiffFr,37,3015945,3015945,1,1
movie_keyword,id,int,MaxDiffFr,38,3015946,3015946,1,1
movie_keyword,id,int,MaxDiffFr,39,3015947,3015947,1,1
movie_keyword,id,int,MaxDiffFr,40,3015948,3015948,1,1
movie_keyword,id,int,MaxDiffFr,41,3015949,3015949,1,1
movie_keyword,id,int,MaxDiffFr,42,3015950,3015950,1,1
movie_keyword,id,int,MaxDiffFr,43,3015951,3015951,1,1
movie_keyword,id,int,MaxDiffFr,44,3015952,3015952,1,1
movie_keyword,id,int,MaxDiffFr,45,3015953,3015953,1,1
movie_keyword,id,int,MaxDiffFr,46,3015954,3015954,1,1
movie_keyword,id,int,MaxDiffFr,47,3015955,3015955,1,1
movie_keyword,id,int,MaxDiffFr,48,3015956,3015956,1,1
movie_keyword,id,int,MaxDiffFr,49,3015957,3015957,1,1
movie_keyword,id,int,MaxDiffFr,50,3015958,3015958,1,1
movie_keyword,id,int,MaxDiffFr,51,3015959,3015959,1,1
movie_keyword,id,int,MaxDiffFr,52,3015960,3015960,1,1
movie_keyword,id,int,MaxDiffFr,53,3015961,3015961,1,1
movie_keyword,id,int,MaxDiffFr,54,3015962,3015962,1,1
movie_keyword,id,int,MaxDiffFr,55,3015963,3015963,1,1
movie_keyword,id,int,MaxDiffFr,56,3015964,3015964,1,1
movie_keyword,id,int,MaxDiffFr,57,3015965,3015965,1,1
movie_keyword,id,int,MaxDiffFr,58,3015966,3015966,1,1
movie_keyword,id,int,MaxDiffFr,59,3015967,3015967,1,1
movie_keyword,id,int,MaxDiffFr,60,3015968,3015968,1,1
movie_keyword,id,int,MaxDiffFr,61,3015969,3015969,1,1
movie_keyword,id,int,MaxDiffFr,62,3015970,3015970,1,1
movie_keyword,id,int,MaxDiffFr,63,3015971,3015971,1,1
movie_keyword,id,int,MaxDiffFr,64,3015972,3015972,1,1
movie_keyword,id,int,MaxDiffFr,65,3015973,3015973,1,1
movie_keyword,id,int,MaxDiffFr,66,3015974,3015974,1,1
movie_keyword,id,int,MaxDiffFr,67,3015975,3015975,1,1
movie_keyword,id,int,MaxDiffFr,68,3015976,3015976,1,1
movie_keyword,id,int,MaxDiffFr,69,3015977,3015977,1,1
movie_keyword,id,int,MaxDiffFr,70,3015978,3016011,34,34
movie_keyword,id,int,MaxDiffFr,71,3016012,3016012,1,1
movie_keyword,id,int,MaxDiffFr,72,3016013,3016013,1,1
movie_keyword,id,int,MaxDiffFr,73,3016014,3016014,1,1
movie_keyword,id,int,MaxDiffFr,74,3016015,3016015,1,1
movie_keyword,id,int,MaxDiffFr,75,3016016,3016016,1,1
movie_keyword,id,int,MaxDiffFr,76,3016017,3016017,1,1
movie_keyword,id,int,MaxDiffFr,77,3016018,3016018,1,1
movie_keyword,id,int,MaxDiffFr,78,3016019,3016019,1,1
movie_keyword,id,int,MaxDiffFr,79,3016020,3016020,1,1
movie_keyword,id,int,MaxDiffFr,80,3016021,3016021,1,1
movie_keyword,id,int,MaxDiffFr,81,3016022,3016022,1,1
movie_keyword,id,int,MaxDiffFr,82,3016023,3016023,1,1
movie_keyword,id,int,MaxDiffFr,83,3016024,3016024,1,1
movie_keyword,id,int,MaxDiffFr,84,3016025,3016025,1,1
movie_keyword,id,int,MaxDiffFr,85,3016026,3016026,1,1
movie_keyword,id,int,MaxDiffFr,86,3016027,3016027,1,1
movie_keyword,id,int,MaxDiffFr,87,3016028,3016028,1,1
movie_keyword,id,int,MaxDiffFr,88,3016029,3016029,1,1
movie_keyword,id,int,MaxDiffFr,89,3016030,3016036,7,7
movie_keyword,id,int,MaxDiffFr,90,3016037,3016037,1,1
movie_keyword,id,int,MaxDiffFr,91,3016038,3016038,1,1
movie_keyword,id,int,MaxDiffFr,92,3016039,3016039,1,1
movie_keyword,id,int,MaxDiffFr,93,3016040,3016040,1,1
movie_keyword,id,int,MaxDiffFr,94,3016041,3016041,1,1
movie_keyword,id,int,MaxDiffFr,95,3016042,3016042,1,1
movie_keyword,id,int,MaxDiffFr,96,3016043,3016043,1,1
movie_keyword,id,int,MaxDiffFr,97,3016044,3016044,1,1
movie_keyword,id,int,MaxDiffFr,98,3016045,3016045,1,1
movie_keyword,id,int,MaxDiffFr,99,3016046,4523930,1.50788e+06,1.50788e+06
movie_keyword,movie_id,int,MaxDiffFr,0,2,527911,279654,46201
movie_keyword,movie_id,int,MaxDiffFr,1,527938,527938,372,1
movie_keyword,movie_id,int,MaxDiffFr,2,527963,1096471,265106,43590
movie_keyword,movie_id,int,MaxDiffFr,3,1096489,1096489,401,1
movie_keyword,movie_id,int,MaxDiffFr,4,1096493,1648170,340284,52334
movie_keyword,movie_id,int,MaxDiffFr,5,1648171,1664808,48772,5235
movie_keyword,movie_id,int,MaxDiffFr,6,1664810,1664810,413,1
movie_keyword,movie_id,int,MaxDiffFr,7,1664816,1715612,200949,20018
movie_keyword,movie_id,int,MaxDiffFr,8,1715613,1731195,65303,6946
movie_keyword,movie_id,int,MaxDiffFr,9,1731197,1731197,357,1
movie_keyword,movie_id,int,MaxDiffFr,10,1731203,1741160,52723,5207
movie_keyword,movie_id,int,MaxDiffFr,11,1741164,1741164,370,1
movie_keyword,movie_id,int,MaxDiffFr,12,1741172,1746972,29493,2629
movie_keyword,movie_id,int,MaxDiffFr,13,1746975,1775568,123001,11779
movie_keyword,movie_id,int,MaxDiffFr,14,1775569,1807162,131256,11925
movie_keyword,movie_id,int,MaxDiffFr,15,1807166,1807166,390,1
movie_keyword,movie_id,int,MaxDiffFr,16,1807171,1817368,47519,3977
movie_keyword,movie_id,int,MaxDiffFr,17,1817376,1817376,395,1
movie_keyword,movie_id,int,MaxDiffFr,18,1817380,1821254,7012,1117
movie_keyword,movie_id,int,MaxDiffFr,19,1821256,1821256,435,1
movie_keyword,movie_id,int,MaxDiffFr,20,1821260,1850328,110578,10835
movie_keyword,movie_id,int,MaxDiffFr,21,1850329,1850329,385,1
movie_keyword,movie_id,int,MaxDiffFr,22,1850333,1880793,91808,9764
movie_keyword,movie_id,int,MaxDiffFr,23,1880795,1886991,27350,2455
movie_keyword,movie_id,int,MaxDiffFr,24,1886997,1923514,151449,14651
movie_keyword,movie_id,int,MaxDiffFr,25,1923515,1923515,503,1
movie_keyword,movie_id,int,MaxDiffFr,26,1923517,1923853,1631,120
movie_keyword,movie_id,int,MaxDiffFr,27,1923855,1923855,428,1
movie_keyword,movie_id,int,MaxDiffFr,28,1923856,1927901,16740,1483
movie_keyword,movie_id,int,MaxDiffFr,29,1927902,1927902,386,1
movie_keyword,movie_id,int,MaxDiffFr,30,1927904,1962189,146134,13511
movie_keyword,movie_id,int,MaxDiffFr,31,1962193,1962193,408,1
movie_keyword,movie_id,int,MaxDiffFr,32,1962199,1966809,17656,1684
movie_keyword,movie_id,int,MaxDiffFr,33,1966812,1966812,444,1
movie_keyword,movie_id,int,MaxDiffFr,34,1966817,1974799,32485,2988
movie_keyword,movie_id,int,MaxDiffFr,35,1974800,1974800,416,1
movie_keyword,movie_id,int,MaxDiffFr,36,1974801,1990082,56889,5295
movie_keyword,movie_id,int,MaxDiffFr,37,1990091,1990091,358,1
movie_keyword,movie_id,int,MaxDiffFr,38,1990092,2018118,102067,9911
movie_keyword,movie_id,int,MaxDiffFr,39,2018121,2018121,350,1
movie_keyword,movie_id,int,MaxDiffFr,40,2018122,2036252,64823,6105
movie_keyword,movie_id,int,MaxDiffFr,41,2036253,2038024,7179,586
movie_keyword,movie_id,int,MaxDiffFr,42,2038027,2038027,372,1
movie_keyword,movie_id,int,MaxDiffFr,43,2038029,2043337,14602,1511
movie_keyword,movie_id,int,MaxDiffFr,44,2043348,2043348,462,1
movie_keyword,movie_id,int,MaxDiffFr,45,2043351,2068063,84956,8009
movie_keyword,movie_id,int,MaxDiffFr,46,2068064,2079779,43740,4512
movie_keyword,movie_id,int,MaxDiffFr,47,2079781,2079781,364,1
movie_keyword,movie_id,int,MaxDiffFr,48,2079790,2092975,50020,4684
movie_keyword,movie_id,int,MaxDiffFr,49,2092978,2092978,374,1
movie_keyword,movie_id,int,MaxDiffFr,50,2092981,2120909,107252,10288
movie_keyword,movie_id,int,MaxDiffFr,51,2120910,2134995,52980,5370
movie_keyword,movie_id,int,MaxDiffFr,52,2134996,2134996,435,1
movie_keyword,movie_id,int,MaxDiffFr,53,2135001,2140528,27986,2456
movie_keyword,movie_id,int,MaxDiffFr,54,2140532,2140532,378,1
movie_keyword,movie_id,int,MaxDiffFr,55,2140533,2141207,2532,269
movie_keyword,movie_id,int,MaxDiffFr,56,2141209,2141209,455,1
movie_keyword,movie_id,int,MaxDiffFr,57,2141211,2161716,76734,7419
movie_keyword,movie_id,int,MaxDiffFr,58,2161720,2161720,381,1
movie_keyword,movie_id,int,MaxDiffFr,59,2161721,2198686,124521,12770
movie_keyword,movie_id,int,MaxDiffFr,60,2198693,2198693,410,1
movie_keyword,movie_id,int,MaxDiffFr,61,2198697,2203470,19898,1925
movie_keyword,movie_id,int,MaxDiffFr,62,2203473,2203473,369,1
movie_keyword,movie_id,int,MaxDiffFr,63,2203476,2213306,45766,4038
movie_keyword,movie_id,int,MaxDiffFr,64,2213307,2219987,31250,2773
movie_keyword,movie_id,int,MaxDiffFr,65,2219990,2219990,394,1
movie_keyword,movie_id,int,MaxDiffFr,66,2219992,2227037,24136,2526
movie_keyword,movie_id,int,MaxDiffFr,67,2227039,2234813,31230,2849
movie_keyword,movie_id,int,MaxDiffFr,68,2234818,2234818,379,1
movie_keyword,movie_id,int,MaxDiffFr,69,2234826,2238346,14621,1316
movie_keyword,movie_id,int,MaxDiffFr,70,2238348,2238348,540,1
movie_keyword,movie_id,int,MaxDiffFr,71,2238350,2248574,47200,3906
movie_keyword,movie_id,int,MaxDiffFr,72,2248577,2248577,411,1
movie_keyword,movie_id,int,MaxDiffFr,73,2248580,2258757,38654,3714
movie_keyword,movie_id,int,MaxDiffFr,74,2258760,2258760,351,1
movie_keyword,movie_id,int,MaxDiffFr,75,2258763,2321665,285955,25269
movie_keyword,movie_id,int,MaxDiffFr,76,2321666,2321666,356,1
movie_keyword,movie_id,int,MaxDiffFr,77,2321669,2324698,16187,1337
movie_keyword,movie_id,int,MaxDiffFr,78,2324699,2324699,360,1
movie_keyword,movie_id,int,MaxDiffFr,79,2324700,2360578,178452,15421
movie_keyword,movie_id,int,MaxDiffFr,80,2360583,2360583,396,1
movie_keyword,movie_id,int,MaxDiffFr,81,2360586,2360587,5,2
movie_keyword,movie_id,int,MaxDiffFr,82,2360588,2360588,416,1
movie_keyword,movie_id,int,MaxDiffFr,83,2360594,2361917,7791,526
movie_keyword,movie_id,int,MaxDiffFr,84,2361920,2361920,435,1
movie_keyword,movie_id,int,MaxDiffFr,85,2361928,2378137,88554,6575
movie_keyword,movie_id,int,MaxDiffFr,86,2378140,2378140,365,1
movie_keyword,movie_id,int,MaxDiffFr,87,2378142,2409514,185654,12744
movie_keyword,movie_id,int,MaxDiffFr,88,2409519,2409519,357,1
movie_keyword,movie_id,int,MaxDiffFr,89,2409522,2421248,66575,4778
movie_keyword,movie_id,int,MaxDiffFr,90,2421249,2421249,402,1
movie_keyword,movie_id,int,MaxDiffFr,91,2421252,2447265,125122,10396
movie_keyword,movie_id,int,MaxDiffFr,92,2447268,2461804,53211,5539
movie_keyword,movie_id,int,MaxDiffFr,93,2461807,2471560,34346,3347
movie_keyword,movie_id,int,MaxDiffFr,94,2471561,2471561,383,1
movie_keyword,movie_id,int,MaxDiffFr,95,2471568,2491041,69476,6810
movie_keyword,movie_id,int,MaxDiffFr,96,2491043,2491043,348,1
movie_keyword,movie_id,int,MaxDiffFr,97,2491044,2522051,129580,12063
movie_keyword,movie_id,int,MaxDiffFr,98,2522052,2522052,394,1
movie_keyword,movie_id,int,MaxDiffFr,99,2522053,2525971,9985,1263
movie_keyword,keyword_id,int,MaxDiffFr,0,1,1,14364,1
movie_keyword,keyword_id,int,MaxDiffFr,1,2,2,9,1
movie_keyword,keyword_id,int,MaxDiffFr,2,3,3,7873,1
movie_keyword,keyword_id,int,MaxDiffFr,3,4,46,16646,43
movie_keyword,keyword_id,int,MaxDiffFr,4,47,47,9060,1
movie_keyword,keyword_id,int,MaxDiffFr,5,48,55,9651,8
movie_keyword,keyword_id,int,MaxDiffFr,6,56,56,9942,1
movie_keyword,keyword_id,int,MaxDiffFr,7,57,69,7463,13
movie_keyword,keyword_id,int,MaxDiffFr,8,70,106,29450,37
movie_keyword,keyword_id,int,MaxDiffFr,9,107,116,17463,10
movie_keyword,keyword_id,int,MaxDiffFr,10,117,117,41840,1
movie_keyword,keyword_id,int,MaxDiffFr,11,118,120,48,3
movie_keyword,keyword_id,int,MaxDiffFr,12,121,121,13753,1
movie_keyword,keyword_id,int,MaxDiffFr,13,122,134,4864,13
movie_keyword,keyword_id,int,MaxDiffFr,14,135,135,6303,1
movie_keyword,keyword_id,int,MaxDiffFr,15,136,136,48,1
movie_keyword,keyword_id,int,MaxDiffFr,16,137,137,19528,1
movie_keyword,keyword_id,int,MaxDiffFr,17,138,185,18622,48
movie_keyword,keyword_id,int,MaxDiffFr,18,186,186,7692,1
movie_keyword,keyword_id,int,MaxDiffFr,19,187,195,1271,9
movie_keyword,keyword_id,int,MaxDiffFr,20,196,196,6516,1
movie_keyword,keyword_id,int,MaxDiffFr,21,197,231,37708,35
movie_keyword,keyword_id,int,MaxDiffFr,22,232,235,3733,4
movie_keyword,keyword_id,int,MaxDiffFr,23,236,236,9638,1
movie_keyword,keyword_id,int,MaxDiffFr,24,237,244,4360,8
movie_keyword,keyword_id,int,MaxDiffFr,25,245,245,12645,1
movie_keyword,keyword_id,int,MaxDiffFr,26,246,248,996,3
movie_keyword,keyword_id,int,MaxDiffFr,27,249,334,52206,86
movie_keyword,keyword_id,int,MaxDiffFr,28,335,335,72496,1
movie_keyword,keyword_id,int,MaxDiffFr,29,336,346,6343,11
movie_keyword,keyword_id,int,MaxDiffFr,30,347,348,19196,2
movie_keyword,keyword_id,int,MaxDiffFr,31,349,354,3674,6
movie_keyword,keyword_id,int,MaxDiffFr,32,355,355,6501,1
movie_keyword,keyword_id,int,MaxDiffFr,33,356,358,643,3
movie_keyword,keyword_id,int,MaxDiffFr,34,359,359,29440,1
