TABLE_NAME,COLUMN_NAME,COLUMN_DATA_TYPE,HISTOGRAM_TYPE,BIN_ID,MIN,MAX,HEIGHT,DISTINCT_COUNT
movie_keyword,id,int,GDYHistogram,0,1,35442,35441,35441
movie_keyword,id,int,GDYHistogram,1,35443,70784,35342,35342
movie_keyword,id,int,GDYHistogram,2,70785,141469,70685,70685
movie_keyword,id,int,GDYHistogram,3,141470,212154,70685,70685
movie_keyword,id,int,GDYHistogram,4,212155,282839,70685,70685
movie_keyword,id,int,GDYHistogram,5,282840,353524,70685,70685
movie_keyword,id,int,GDYHistogram,6,353525,424209,70685,70685
movie_keyword,id,int,GDYHistogram,7,424210,494894,70685,70685
movie_keyword,id,int,GDYHistogram,8,494895,565578,70684,70684
movie_keyword,id,int,GDYHistogram,9,565579,600921,35343,35343
movie_keyword,id,int,GDYHistogram,10,600922,636263,35342,35342
movie_keyword,id,int,GDYHistogram,11,636264,706948,70685,70685
movie_keyword,id,int,GDYHistogram,12,706949,742291,35343,35343
movie_keyword,id,int,GDYHistogram,13,742292,777633,35342,35342
movie_keyword,id,int,GDYHistogram,14,777634,848318,70685,70685
movie_keyword,id,int,GDYHistogram,15,848319,883661,35343,35343
movie_keyword,id,int,GDYHistogram,16,883662,919003,35342,35342
movie_keyword,id,int,GDYHistogram,17,919004,954346,35343,35343
movie_keyword,id,int,GDYHistogram,18,954347,989688,35342,35342
movie_keyword,id,int,GDYHistogram,19,989689,1025031,35343,35343
movie_keyword,id,int,GDYHistogram,20,1025032,1060373,35342,35342
movie_keyword,id,int,GDYHistogram,21,1060374,1131057,70684,70684
movie_keyword,id,int,GDYHistogram,22,1131058,1166400,35343,35343
movie_keyword,id,int,GDYHistogram,23,1166401,1201742,35342,35342
movie_keyword,id,int,GDYHistogram,24,1201743,1237085,35343,35343
movie_keyword,id,int,GDYHistogram,25,1237086,1272427,35342,35342
movie_keyword,id,int,GDYHistogram,26,1272428,1307770,35343,35343
movie_keyword,id,int,GDYHistogram,27,1307771,1343112,35342,35342
movie_keyword,id,int,GDYHistogram,28,1343113,1378455,35343,35343
movie_keyword,id,int,GDYHistogram,29,1378456,1413797,35342,35342
movie_keyword,id,int,GDYHistogram,30,1413798,1449140,35343,35343
movie_keyword,id,int,GDYHistogram,31,1449141,1484482,35342,35342
movie_keyword,id,int,GDYHistogram,32,1484483,1519825,35343,35343
movie_keyword,id,int,GDYHistogram,33,1519826,1555167,35342,35342
movie_keyword,id,int,GDYHistogram,34,1555168,1590510,35343,35343
movie_keyword,id,int,GDYHistogram,35,1590511,1625852,35342,35342
movie_keyword,id,int,GDYHistogram,36,1625853,1696536,70684,70684
movie_keyword,id,int,GDYHistogram,37,1696537,1767221,70685,70685
movie_keyword,id,int,GDYHistogram,38,1767222,1802564,35343,35343
movie_keyword,id,int,GDYHistogram,39,1802565,1837906,35342,35342
movie_keyword,id,int,GDYHistogram,40,1837907,1873249,35343,35343
movie_keyword,id,int,GDYHistogram,41,1873250,1908591,35342,35342
movie_keyword,id,int,GDYHistogram,42,1908592,1943934,35343,35343
movie_keyword,id,int,GDYHistogram,43,1943935,1979276,35342,35342
movie_keyword,id,int,GDYHistogram,44,1979277,2014619,35343,35343
movie_keyword,id,int,GDYHistogram,45,2014620,2049961,35342,35342
movie_keyword,id,int,GDYHistogram,46,2049962,2085304,35343,35343
movie_keyword,id,int,GDYHistogram,47,2085305,2120646,35342,35342
movie_keyword,id,int,GDYHistogram,48,2120647,2155989,35343,35343
movie_keyword,id,int,GDYHistogram,49,2155990,2191331,35342,35342
movie_keyword,id,int,GDYHistogram,50,2191332,2262015,70684,70684
movie_keyword,id,int,GDYHistogram,51,2262016,2297358,35343,35343
movie_keyword,id,int,GDYHistogram,52,2297359,2332700,35342,35342
movie_keyword,id,int,GDYHistogram,53,2332701,2368043,35343,35343
movie_keyword,id,int,GDYHistogram,54,2368044,2403385,35342,35342
movie_keyword,id,int,GDYHistogram,55,2403386,2474070,70685,70685
movie_keyword,id,int,GDYHistogram,56,2474071,2509413,35343,35343
movie_keyword,id,int,GDYHistogram,57,2509414,2544755,35342,35342
movie_keyword,id,int,GDYHistogram,58,2544756,2580098,35343,35343
movie_keyword,id,int,GDYHistogram,59,2580099,2615440,35342,35342
movie_keyword,id,int,GDYHistogram,60,2615441,2686125,70685,70685
movie_keyword,id,int,GDYHistogram,61,2686126,2721468,35343,35343
movie_keyword,id,int,GDYHistogram,62,2721469,2756810,35342,35342
movie_keyword,id,int,GDYHistogram,63,2756811,2827494,70684,70684
movie_keyword,id,int,GDYHistogram,64,2827495,2862837,35343,35343
movie_keyword,id,int,GDYHistogram,65,2862838,2898179,35342,35342
movie_keyword,id,int,GDYHistogram,66,2898180,2968864,70685,70685
movie_keyword,id,int,GDYHistogram,67,2968865,3004207,35343,35343
movie_keyword,id,int,GDYHistogram,68,3004208,3039549,35342,35342
movie_keyword,id,int,GDYHistogram,69,3039550,3074892,35343,35343
movie_keyword,id,int,GDYHistogram,70,3074893,3110234,35342,35342
movie_keyword,id,int,GDYHistogram,71,3110235,3145577,35343,35343
movie_keyword,id,int,GDYHistogram,72,3145578,3180919,35342,35342
movie_keyword,id,int,GDYHistogram,73,3180920,3216262,35343,35343
movie_keyword,id,int,GDYHistogram,74,3216263,3251604,35342,35342
movie_keyword,id,int,GDYHistogram,75,3251605,3286947,35343,35343
movie_keyword,id,int,GDYHistogram,76,3286948,3322289,35342,35342
movie_keyword,id,int,GDYHistogram,77,3322290,3392973,70684,70684
movie_keyword,id,int,GDYHistogram,78,3392974,3428316,35343,35343
movie_keyword,id,int,GDYHistogram,79,3428317,3463658,35342,35342
movie_keyword,id,int,GDYHistogram,80,3463659,3499001,35343,35343
movie_keyword,id,int,GDYHistogram,81,3499002,3534343,35342,35342
movie_keyword,id,int,GDYHistogram,82,3534344,3569686,35343,35343
movie_keyword,id,int,GDYHistogram,83,3569687,3605028,35342,35342
movie_keyword,id,int,GDYHistogram,84,3605029,3640371,35343,35343
movie_keyword,id,int,GDYHistogram,85,3640372,3675713,35342,35342
movie_keyword,id,int,GDYHistogram,86,3675714,3711056,35343,35343
movie_keyword,id,int,GDYHistogram,87,3711057,3746398,35342,35342
movie_keyword,id,int,GDYHistogram,88,3746399,3817083,70685,70685
movie_keyword,id,int,GDYHistogram,89,3817084,3887768,70685,70685
movie_keyword,id,int,GDYHistogram,90,3887769,3958452,70684,70684
movie_keyword,id,int,GDYHistogram,91,3958453,4029137,70685,70685
movie_keyword,id,int,GDYHistogram,92,4029138,4099822,70685,70685
movie_keyword,id,int,GDYHistogram,93,4099823,4170507,70685,70685
movie_keyword,id,int,GDYHistogram,94,4170508,4241191,70684,70684
movie_keyword,id,int,GDYHistogram,95,4241192,4311876,70685,70685
movie_keyword,id,int,GDYHistogram,96,4311877,4382561,70685,70685
movie_keyword,id,int,GDYHistogram,97,4382562,4417904,35343,35343
movie_keyword,id,int,GDYHistogram,98,4417905,4453246,35342,35342
movie_keyword,id,int,GDYHistogram,99,4453247,4523930,70685,70685
movie_keyword,movie_id,int,GDYHistogram,0,2,36138,16892,3163
movie_keyword,movie_id,int,GDYHistogram,1,37090,71958,15847,2291
movie_keyword,movie_id,int,GDYHistogram,2,72287,107724,21300,2680
movie_keyword,movie_id,int,GDYHistogram,3,107786,143194,19309,3298
movie_keyword,movie_id,int,GDYHistogram,4,143244,178599,19332,3488
movie_keyword,movie_id,int,GDYHistogram,5,179224,214206,18389,2340
movie_keyword,movie_id,int,GDYHistogram,6,214732,250107,11457,2827
movie_keyword,movie_id,int,GDYHistogram,7,250108,285483,36965,6061
movie_keyword,movie_id,int,GDYHistogram,8,285494,303612,13566,1716
movie_keyword,movie_id,int,GDYHistogram,9,303613,321530,11057,2025
movie_keyword,movie_id,int,GDYHistogram,10,321628,356484,18575,2842
movie_keyword,movie_id,int,GDYHistogram,11,356754,374486,10111,1771
movie_keyword,movie_id,int,GDYHistogram,12,374524,392229,7939,1486
movie_keyword,movie_id,int,GDYHistogram,13,392230,427696,20281,3494
movie_keyword,movie_id,int,GDYHistogram,14,428144,463507,7679,1654
movie_keyword,movie_id,int,GDYHistogram,15,463897,499066,16308,2756
movie_keyword,movie_id,int,GDYHistogram,16,499068,517547,10137,1514
movie_keyword,movie_id,int,GDYHistogram,17,517592,535643,5991,1029
movie_keyword,movie_id,int,GDYHistogram,18,535652,569989,13016,2797
movie_keyword,movie_id,int,GDYHistogram,19,570399,588167,10941,1984
movie_keyword,movie_id,int,GDYHistogram,20,588207,605964,12904,2354
movie_keyword,movie_id,int,GDYHistogram,21,606052,641468,16682,2394
movie_keyword,movie_id,int,GDYHistogram,22,641481,659260,9880,1312
movie_keyword,movie_id,int,GDYHistogram,23,659261,677020,4370,1431
movie_keyword,movie_id,int,GDYHistogram,24,677025,694783,9807,1287
movie_keyword,movie_id,int,GDYHistogram,25,694790,712543,7759,1286
movie_keyword,movie_id,int,GDYHistogram,26,712581,730405,5270,1358
movie_keyword,movie_id,int,GDYHistogram,27,730413,765810,5569,1523
movie_keyword,movie_id,int,GDYHistogram,28,766411,783779,9314,1926
movie_keyword,movie_id,int,GDYHistogram,29,783884,819298,18268,2409
movie_keyword,movie_id,int,GDYHistogram,30,819301,854715,22077,3425
movie_keyword,movie_id,int,GDYHistogram,31,854855,890345,21958,2464
movie_keyword,movie_id,int,GDYHistogram,32,890464,925942,21224,3597
movie_keyword,movie_id,int,GDYHistogram,33,925943,943682,10885,1454
movie_keyword,movie_id,int,GDYHistogram,34,943792,961478,8027,1131
movie_keyword,movie_id,int,GDYHistogram,35,961499,979255,5607,992
movie_keyword,movie_id,int,GDYHistogram,36,979345,1014763,13737,2086
movie_keyword,movie_id,int,GDYHistogram,37,1014787,1032518,5276,1004
movie_keyword,movie_id,int,GDYHistogram,38,1032521,1050260,10212,1402
movie_keyword,movie_id,int,GDYHistogram,39,1050275,1067998,6726,1250
movie_keyword,movie_id,int,GDYHistogram,40,1068128,1103534,20132,3141
movie_keyword,movie_id,int,GDYHistogram,41,1105290,1139091,15214,2458
movie_keyword,movie_id,int,GDYHistogram,42,1139092,1156906,6700,1243
movie_keyword,movie_id,int,GDYHistogram,43,1156908,1174707,10789,1385
movie_keyword,movie_id,int,GDYHistogram,44,1174791,1192534,12762,1646
movie_keyword,movie_id,int,GDYHistogram,45,1192582,1210286,13141,2242
movie_keyword,movie_id,int,GDYHistogram,46,1210287,1228274,5419,848
movie_keyword,movie_id,int,GDYHistogram,47,1228296,1246280,7697,1667
movie_keyword,movie_id,int,GDYHistogram,48,1246301,1281357,19120,2843
movie_keyword,movie_id,int,GDYHistogram,49,1281359,1299139,16414,2008
movie_keyword,movie_id,int,GDYHistogram,50,1299144,1316877,7640,1070
movie_keyword,movie_id,int,GDYHistogram,51,1316878,1334603,11045,1764
movie_keyword,movie_id,int,GDYHistogram,52,1334682,1352392,10394,1647
movie_keyword,movie_id,int,GDYHistogram,53,1353090,1371238,10232,1817
movie_keyword,movie_id,int,GDYHistogram,54,1371259,1388742,7917,1058
movie_keyword,movie_id,int,GDYHistogram,55,1388756,1423619,20136,3314
movie_keyword,movie_id,int,GDYHistogram,56,1423634,1459196,26523,3651
movie_keyword,movie_id,int,GDYHistogram,57,1459217,1477015,6767,1937
movie_keyword,movie_id,int,GDYHistogram,58,1477016,1494749,14311,2372
movie_keyword,movie_id,int,GDYHistogram,59,1495616,1530739,12636,2112
movie_keyword,movie_id,int,GDYHistogram,60,1530891,1565872,18684,3476
movie_keyword,movie_id,int,GDYHistogram,61,1565905,1583673,6677,1172
movie_keyword,movie_id,int,GDYHistogram,62,1583674,1601442,6332,1589
movie_keyword,movie_id,int,GDYHistogram,63,1601500,1619199,7690,1390
movie_keyword,movie_id,int,GDYHistogram,64,1619428,1654802,79931,9071
movie_keyword,movie_id,int,GDYHistogram,65,1654803,1672580,57223,5934
movie_keyword,movie_id,int,GDYHistogram,66,1672587,1690362,74462,7436
movie_keyword,movie_id,int,GDYHistogram,67,1690374,1708136,62070,6549
movie_keyword,movie_id,int,GDYHistogram,68,1708139,1725920,79112,7411
